id,Operator
2233,Red Aircraft Service - Air Taxi
2234,Saudi Arabian Airlines
2235,Sabena
2236,Varig
2237,Aerolineas Flecha Austral
2238,Military - U.S. Air Force
2239,Mid Island Air - Air Taxi
2240,Aitalia
2241,North Central Airlines / Private
2242,British Eagle International Airlines
2243,Piedmont Airlines
2244,Continental Air Transport
2245,Los Angeles Airways
2246,United Arab Airlines
2247,Linea Aeropostal Venezolana
2248,Island Sky Ferry - Air Taxi
2249,Westwing
2250,Bulair TABSO
2251,Far Aviation - Air Taxi / Speeds Flying - Air Taxi
2252,Air France
2253,Military - U.S. Air Force
2254,Pan African Airlines
2255,Kenai Air Service - Air Taxi
2256,Military - U.S. Air Force
2257,Military - U.S. Air Force / Military -  U.S. Army
2258,Catalina - Vega - Air Taxi
2259,Aerovias del Valle
2260,Augusta Aviaiton - Air Taxi
2261,Ceskoslovenske Aerolinie
2262,Military - Turkish Air Force
2263,Cruzeiro
2264,Military - U.S. Air Force
2265,Northeast Airlines
2266,Barrow Air Service - Air Taxi
2267,Japan Air Lines
2268,Cable Commuter
2269,Air America
2270,Stikine Air Service - Air Taxi
2271,Wien Consolidated Airlines
2272,Conquest Airways - Air Taxi
2273,Northwest Moon - Air Taxi
2274,Pan American World Airways
2275,Allegheny Airlines
2276,Interior Airways
2277,Pan American World Airways
2278,Exportada De Sal S.A.
2279,North Central Airlines
2280,Military - U.S. Air Force
2281,Wien Consolidated Airlines
2282,MaRobertson-Miller Airlines
2283,Servicios Aéreos Especiales
2284,China Airlines (Taiwan)
2285,ERA Helicopter
2286,Ariana Afghan Airlines
2287,Allegheny Airlines
2288,China Air Lines
2289,Scandinavian Airlines (SAS)
2290,Air America
2291,United Air Lines
2292,Military - U.S. Air Force
2293,Pudget Sound Air - Air Taxi
2294,Military - U.S. Air Force
2295,Mineral County Airlines
2296,Far Eastern Air Transport
2297,Prinair
2298,Venezolana Internacional de Aviacion
2299,Leamon Flying Service
2300,United Arab Airlines
2301,Avion Airways
2302,Islands of the Bahamas Inc
2303,LOT Polish Airlines
2304,Military - U.S. Army
2305,Air Canada
2306,Military - U.S. Navy
2307,Wigmo
2308,Simpson Air Service - Air Taxi
2309,Indian Airlines
2310,Ghana Airways
2311,Military - U.S. Air Force
2312,Argentina CAA
2313,Military - Argentine Air Force
2314,Military - U.S. Army
2315,Flying W Airways
2316,Union of Burma Airways
2317,Aero Transporti Italiani
2318,Compania Mexicana de Aviacion
2319,Eureka Aero Inc. - Air Taxi
2320,Military - U.S. Air Force
2321,Cascade Airways
2322,Military - Indian Air Force
2323,Air South
2324,Royal Nepal Airlines
2325,Interior Airways - Air Taxi
2326,New York Airways
2327,Safeway Airways
2328,Trans Isle Air
2329,Trans World Airlines
2330,Air Algerie
2331,Halvorson - Air Taxi
2332,Canairelief Air
2333,Prior Aviatoin - Air Taxi
2334,Air America
2335,TAO
2336,Aeroflot
2337,Air France
2338,Aeroflot
2339,Private Charter
2340,Military - Royal Lao Air Force
2341,Military - U.S. Air Force
2342,SATENA
2343,Allegheny Airlines / Forth Corporation
2344,Philippine Air Lines
2345,VASP
2346,PacifiWestern Airlines
2347,Air Vietnam (South Vietnam)
2348,Mexicana
2349,Lloyd Aereo Boliviano
2350,Nordchurchaid
2351,Military - U.S. Navy
2352,Metro Commuter - Air Taxi
2353,Austin Airways
2354,Channel Flying Service - Air Taxi
2355,Aeroflot
2356,Mohawk Airlines
2357,Nigeria Airways
2358,OlympiAirways
2359,Aroostook Air - Air Taxi
2360,Military U.S. Navy
2361,Air Vietnam (South Vietnam)
2362,Air Laos
2363,Galena Air Service - Air Taxi
2364,Spantax
2365,Military - Royal HelleniAir Force
2366,Polynesian Airlines
2367,Faucett
2368,Buckeye Air Service - Air Taxi
2369,Charter -Federal Electricity Commission
2370,Royal Nepal Airlines
2371,Aeroflot
2372,TAG Airlines
2373,Aeroflot
2374,Aerolineas Argentinas
2375,Tarom
2376,Aeroflot
2377,Pilgrim Airlines
2378,Lineas Aéreas La Urraca
2379,Compania Dominicana de Aviacion
2380,Suburban Airlines - Air Taxi
2381,Air Congo
2382,Swissair
2383,Bavaria Flug
2384,Paraense Transportes Aereos
2385,Military - U.S. Navy
2386,Commuter Airline - Air Taxi
2387,Grand Canyon Airlines
2388,Royal Air Maroc
2389,Aeroflot
2390,East Coast Air - Air Taxi
2391,Military - U.S. Air Force
2392,Philippine Air Lines
2393,Military - Italian Air Force
2394,Trans Australia Airlines
2395,Antillian Airlines
2396,Military - U.S. Air Force
2397,Somali Airlines
2398,Philippine Air Lines
2399,Executive Jet Sales Inc.
2400,Aeroflot
2401,Linea Aeropostal Venezolana
2402,Aeroservice S de RL
2403,Lehigh Acres Development Inc.
2404,Ceskoslovenske Aerolinie
2405,Philippine Air Lines
2406,LADE
2407,Reeder Flying Service
2408,Dan Air Services
2409,Air Canada
2410,Military - Soviet Air Force
2411,Del Rio Flying Service - Air Taxi
2412,Flying Tiger Line
2413,Military - Forces Militaires Françaises
2414,Military - United States Navy
2415,Pakistan International Airlines
2416,Lineas Aereas Nacionales SA (Peru)
2417,China Airlines (Taiwan)
2418,Military - U.S. Army
2419,Indian Airlines
2420,Dutch Continental Airways
2421,Aeroflot
2422,Aeroflot
2423,Trans International Airlines
2424,San Juan Air
2425,Eagle Flight - Air Taxi
2426,Icelandair
2427,Air Vietnam (South Vietnam)
2428,Aeroflot
2429,"Charter, Golden Eagle Aviation Inc."
2430,Military - U.S. Air Force
2431,Private
2432,National Airways
2433,Saturn Airways
2434,Delaware Aviation - Air Taxi
2435,Aerocosta Colombia
2436,Southern Airways
2437,Military - Vietnamese Air Force / Military - U.S. Army
2438,Capital Airlines
2439,Military - U.S. Air Force
2440,Military - U.S. Air Force
2441,Cargolux
2442,Jamair
2443,Tarom
2444,Aeroflot
2445,Trans Caribbean Airways
2446,Pakistan International Airlines
2447,Rousseau Aviaiton
2448,Aeroflot
2449,United Arab Airlines
2450,American Airlines / Private
2451,Balkan Bulgarian Airlines
2452,L'Armée de L'Air
2453,Fuerza Aérea del Peru
2454,Aeroflot
2455,Aramar
2456,Korean Airlines
2457,Linea Aeropostal Venezolana
2458,Aeroflot
2459,Jamie Ramirez - Air Taxi
2460,TAME
2461,Jamair
2462,Western Airlines
2463,Aeroflot
2464,Military - Philippine Air Force
2465,Monument Valle - Air Taxi
2466,Costal Airway
2467,New England Aviaiton
2468,Apache Airlines - Air Taxi
2469,Aviateca
2470,Gay Airways - Air Taxi
2471,Aviogenex (Yugoslavia)
2472,Military - South African Air Force
2473,Private
2474,Malev Hungarian Airlines
2475,Sudan Airways
2476,Hughes Airwest  / Military - US Marine Air Corps
2477,Allegheny Airlines
2478,Military - U.S. Air Force
2479,SAVCO
2480,Shelter Cove Sea Park
2481,Toa DomestiAirline (Japan)
2482,Anchorage Helicopter - Air Taxi
2483,Air Ivoire
2484,Pan American World Airways
2485,Aeroflot
2486,All Nippon Airways /  Japanese Air Force
2487,Pan American World Airways
2488,Military - French Air Force
2489,Aeroflot
2490,Trans Alaska Helicopter - Air Taxi
2491,Military - U.S. Army
2492,Downeast Airlines
2493,Indian Airlines
2494,Alaska Airlines
2495,Pan International
2496,C and C Aviaiton - Air Taxi
2497,Yemen Airlines
2498,Malev Hungarian Airlines
2499,Cruzeiro
2500,British European Airways
2501,Aeroflot
2502,SceniAir Lines
2503,Alpena Flying Service - Air Taxi
2504,Aerolineas TAO
2505,Chicago Southern Airlines
2506,Military - Vietnamese Air Force
2507,Monmouth Airways
2508,Military - Royal Air Force
2509,Merpati Nusantara Airlines
2510,Aeroflot
2511,China Airlines (Taiwan)
2512,Military - U.S. Army
2513,Aeroflot
2514,Eastern Air Lines
2515,Fuerza Area Angolaise
2516,Balkan Bulgarian Airlines
2517,Lineas Aereas Nacionales SA (Peru)
2518,SAESA
2519,Iberia Airlines
2520,Kime Flying Service - Air Taxi
2521,Turkish Airlines (THY)
2522,Lineas Aéreas la Urraca
2523,SATENA
2524,JAT Yugoslav Airlines
2525,PENAS
2526,Air America
2527,Clarkes Thunder - Air Taxi
2528,TAC Colombia
2529,Royal Air Lao
2530,Hankins Airways - Air Taxi
2531,Military - U.S. Air Force
2532,Sun Valley Airways - Air Taxi
2533,Alii Air Hawaii - Air Taxi
2534,Mohawk Airlines
2535,Military - U.S. Air Force
2536,Sterling Airways
2537,EgyptAir
2538,Military - U.S. Air Force
2539,AVENSA
2540,VASP
2541,Aero Transporti Italiani
2542,Helaire Helicopter
2543,East African Airways
2544,SATCO
2545,Air America
2546,Military - U.S. Air Force
2547,Aeroflot
2548,Alitalia
2549,Aerotechnia
2550,Military - U.S. Army
2551,Ross Aviation - Air Taxi
2552,DTA Angola Airlines
2553,General Air
2554,Petrolium Helicopter
2555,Amazonese Importacao e Exportacao
2556,Delta Air Lines
2557,Fairbanks Air - Air Taxi
2558,Smyer Aircraft - Air Taxi
2559,Military - U.S. Navy
2560,Air America
2561,Aerolineas Flecha Austral
2562,Military - Vietnamese Air Force
2563,Japan Air Lines
2564,Cathay PacifiAirways
2565,Air Central
2566,Military - U.S. Air Force
2567,Aeroflot
2568,British European Airways
2569,Prinair
2570,Seventy Airways - Air Taxi
2571,North Central Airlines / Air Wisconsin
2572,Inter City Flug
2573,Casino Air - Air Taxi
2574,PacifiSouthwest Airlines
2575,Aviaco
2576,Military - U.S. Marine Corps
2577,Military - Royal Norwegian Air Force
2578,Charter
2579,AVIANCA / AVIANCA
2580,Military - U.S. Air Force
2581,Indian Airlines
2582,Interflug
2583,Burma Airways
2584,Lineas Areas Venezolanas
2585,Military - Royal Australian Air Force
2586,Aeroflot
2587,Ansett Airlines of Papua New Guinea
2588,Servicios Aereas Virgen de Copacabana
2589,Ethiopian Airlines
2590,Military - Royal Nepalese Air Force
2591,Private
2592,Air Vietnam (South Vietnam)
2593,Spantax
2594,Cambodia Air
2595,Aeroflot
2596,Flamingo Airlines - Air Taxi
2597,Aeroflot
2598,Uruguayan Air Force - TAMU
2599,Private
2600,OlympiAirways
2601,Air Melanesie
2602,Air Inter
2603,Aero Transporti Italiani
2604,Military - U.S. Army
2605,Balkan Bulgarian Airlines
2606,Metro Air Systems
2607,Japan Air Lines
2608,Luthi Aviation - Air Taxi
2609,Spantax
2610,EgyptAir
2611,Military - U.S. Air Force
2612,Superior Airways
2613,Pakistan International Airlines
2614,Red Carpet Flying Service - Air Taxi
2615,United Air Lines
2616,Zantop Airways
2617,Delta Air Lines/ North Central Airlines
2618,Military - U.S. Air Force
2619,Air Guadeloupe
2620,Braathens
2621,Eastern Air Lines
2622,American Express Leasing
2623,PacifiWestern Airlines
2624,British European Airways
2625,Aeroflot
2626,Alia Royal Jordanian Airlines
2627,Air Transit - Air Taxi
2628,TAN
2629,Air Sinai
2630,Harry Faulkner - Air Taxi
2631,Aeroflot
2632,Petrolium Helo Inc.
2633,Aerovias Urraca
2634,Libya Arab Airlines
2635,Air Taxi
2636,Aeroflot
2637,Aeroflot
2638,Military - Polish Air Force
2639,Military - Polish Air Force
2640,Merpati Nusantara Airlines
2641,Balkan Bulgarian Airlines
2642,Aviaco
2643,Lineas Aereas de Espana/Spantax SA Transportes
2644,Air America
2645,Indian Airlines
2646,Military - U.S. Navy
2647,Air Vietnam (South Vietnam)
2648,Invicta International Airlines (UK)
2649,Military - U.S. Navy / NASA
2650,Military - U.S. Navy
2651,Bakhtar Afghan Airlines
2652,Air Iowa
2653,Air Taxi
2654,Winship Air Service - Air Taxi
2655,Aeroflot
2656,Cambodia Air
2657,Air Gaspé
2658,Indian Airlines
2659,Cruzeiro
2660,Aeroflot
2661,Varig
2662,Aeromexico
2663,Aeroflot
2664,Varig
2665,Pan American World Airways
2666,Ozark Air Lines
2667,Air Hawaii
2668,Delta Air Lines
2669,Revilla Flying Service - Air Taxi
2670,Aeroflot
2671,Aviaco
2672,Private
2673,Aeroflot
2674,AVIANCA
2675,Aerovias Brasil
2676,Military - U.S. Air Force
2677,Trans World Airlines
2678,Aegler Stuart Flying Service  / Private
2679,World Airways
2680,Wicks Flying Service - Air Taxi
2681,JAT Yugoslav Airlines
2682,Private Charter
2683,Dunlap Aviation - Air Taxi
2684,Lisa Jet Inc. - Air Taxi
2685,Texas International Airlines
2686,Aeronorte
2687,Aeroflot
2688,Aeroflot
2689,Taxi Aéreo Cesar Aguiar
2690,VASP
2691,CATA
2692,Jack N. Boswick - Air Taxi
2693,Lineas Aéreas La Urraca
2694,National Airlines
2695,Pan American World Airways
2696,Air Vietnam (South Vietnam)
2697,Aeroflot
2698,Churchill Falls Co.
2699,Military - U.S. Navy
2700,Aeroflot
2701,Pan American World Airways
2702,Capitol Air Service - Air Taxi
2703,TAM (Bolivia)
2704,Military - Vietnamese Air Force
2705,Sobelair SA (Belgium)
2706,Aeroflot
2707,Executive Funds
2708,Itavia
2709,Servicios Aéreos Boliviano
2710,Air East
2711,Aeroflot
2712,Military - Colombian Air Force
2713,TAM (Bolivia)
2714,Cessnyca
2715,Aeroflot
2716,Inland Aviation - Air Taxi
2717,Turkish Airlines (THY)
2718,Taos Airways - Air Taxi
2719,Theif River Aviation - Air Taxi
2720,Pan American World Airways
2721,Pan American World Airways
2722,Military - West German Air Force
2723,North Cay Air - Air Taxi
2724,Delta Air Lines
2725,SAVCO
2726,Military - Imperial Iranian Air Force
2727,Turkish Airlines (THY)
2728,Pathet Lao Airlines
2729,Executive Air - Air Taxi
2730,Sierra PacifiAirlines
2731,Sterling Airways
2732,Wenela Air Services
2733,Island Air
2734,Pan American World Airways
2735,Aeroflot
2736,Aeroflot
2737,Houston Metro Airlines
2738,Aero Taxis Equatorianos
2739,Fragtflug
2740,Saturn Airways
2741,Aeroflot
2742,Lambair
2743,Aerolineas TAO
2744,Cambodia Air
2745,Alaska Helicopter - Air Taxi
2746,Aeronorte Colombia
2747,Air Amercia
2748,Laurentian Air Services
2749,Military - Canadian Air Force
2750,Air  Mali
2751,AVIANCA
2752,MerriAviation - Air Taxi
2753,Linea Aeropostal Venezolana
2754,Military - U.S. Air Force
2755,Military - Zairean Air Force
2756,Garuda Indonesia Airlines
2757,Trans World Airlines
2758,Eastern Air Lines
2759,Air Vietnam (South Vietnam)
2760,Riverside Air
2761,Frontier Flying Service - Air Taxi
2762,Winship Air Service
2763,North Cay Airways
2764,Evergreen Helicopter - Air Taxi
2765,EgyptAir
2766,Military - U.S. Air Force
2767,Webber Airlines -Air Taxi
2768,Mabuhay Airways
2769,Deming Flying Service - Air Taxi
2770,AltusFlying Service - Air Taxi
2771,Henry Nichols - Air Taxi
2772,Willow Air Service - Air Taxi
2773,Alaska International Air
2774,Hlavka Aviation - Air Taxi
2775,Pan ArctiOil
2776,
2777,Southeast Sky - Air Taxi
2778,Orient Air System and Integrated Services
2779,Ethiopian Airlines
2780,Lufthansa
2781,Alpa Servicios Aéreos
2782,Northwest Orient Airlines
2783,Trans World Airlines
2784,Martinair Holland NV
2785,Kodiak Airways
2786,Military - Vietnamese Air Force
2787,Aeroflot
2788,Aerovias Venezolanas SA (Venezuela)
2789,Harbor Airlines - Air Taxi
2790,Tarom
2791,Aeroflot
2792,Air America
2793,Richland Flying Service - Air Taxii
2794,Military - Argentine Navy
2795,SATENA
2796,Golden West Airlines / Private
2797,Channel Flying Service - Air Taxi
2798,Malev Hungarian Airlines
2799,Aeroflot
2800,Turkish Airlines (THY)
2801,Linea Aérea Nacional
2802,Kenai Air Service - Air Taxi
2803,Horizon Properties
2804,Philippine Air Lines
2805,Military - Deutsche Luftwaffe
2806,PacifiAlaska Airlines
2807,Aerocondor
2808,VASP
2809,Burlington Air - Air Taxi
2810,Air Vietnam (South Vietnam)
2811,Military - Argentine Air Force
2812,Sudan Airways
2813,Military - U.S. Air Force
2814,Military - U.S. Air Force
2815,Skips Air Service - Air Taxi
2816,Gay Airways - Air Taxi
2817,SATENA
2818,Air Express
2819,Foster Aviation
2820,Military - U.S. Air Force
2821,Philippine Air Lines
2822,Varig
2823,Eastern Air Lines
2824,Hamilton Aviation
2825,Taxi Aereo El Venado
2826,Touraine Air Transport
2827,Military - Chilian Air Force
2828,Aerovias Condor
2829,Homer Air Service - Air Taxi
2830,Oceanaire Helicopter - Air Taxi
2831,Aeroflot
2832,Military - U.S. Air Force
2833,Far Eastern Air Transport
2834,Alia Royal Jordanian Airlines
2835,Military - Nicaraguan Air Force
2836,Continental Airlines
2837,Aeroflot
2838,Ceskoslovenske Aerolinie
2839,Portsmouth Aviation - Air Taxi
2840,Military - Nicaraguan Air Force
2841,Wien Air Alaska
2842,Interflug
2843,Ethiopian Airlines
2844,Garuda Indonesia Airlines
2845,Malev Hungarian Airlines
2846,Northern Thunderbird Air
2847,AVIANCA
2848,Connair
2849,Air Taxi
2850,TAM (Bolivia)
2851,Inex Adria Aviopromet
2852,Petroleum Helicopter
2853,Quakertown Aviation - Air Taxi
2854,Aviateca
2855,Aeroflot
2856,Aeroflot
2857,Balkan Bulgarian Airlines
2858,Military - Israel  Air Force
2859,Private
2860,SceniAirline - Air Taxi
2861,Philippine Aerotransport
2862,Star Aviation
2863,Middle East Airlines
2864,Aeroflot
2865,Winship Air
2866,Orlando Airways - Air Taxi
2867,Philippine Aerotransport
2868,Taxi Aereo el Venado
2869,Green Acres - Air Taxi
2870,Frigorifico Maniqui
2871,TAME
2872,CAAC
2873,Transbrasil
2874,Aeroflot
2875,Falcon Airways - Air Taxi
2876,LAC Colombia
2877,Military - U.S. Air Force
2878,Temsco Helicopter - Air Taxi
2879,Mercer Airlines
2880,Aeroflot
2881,Antilles Air
2882,Tarom
2883,TAM (Bolivia)
2884,Aeroflot
2885,Kodiak Western Alaska Airlines
2886,Sky Haven - Air Taxi
2887,Cubana de Aviacion
2888,SATENA
2889,Alaska Airlines
2890,North Sound Aviation
2891,Royal American - Air Taxi
2892,Yacimientos Petroliferos Fiscales
2893,Chartair - Air Taxi
2894,Petroleum Helicopter
2895,Frontier Flying Service - Air Taxi
2896,American Airlines
2897,de Havilland Aircraft
2898,Philippine Aerotransport
2899,OlympiAirways
2900,Military - Imperial Iranian Air Force
2901,Aeroflot
2902,Lab Flying Service - Air Taxi
2903,Philippine Air Lines
2904,Aeroflot
2905,Air Manila
2906,Sabah Air
2907,Sky Chopper  - Air Taxi
2908,Air France
2909,Military - Burma Air Force
2910,Reed Aviation - Air Taxi
2911,Capitol Air Service - Air Taxi
2912,Ceskoslovenske Aerolinie
2913,Mamer - Shreck  - Air Taxi
2914,Korean Airlines
2915,Military - Spanish Air Force
2916,SAETA
2917,Green River Aviation - Air Taxi
2918,Aeroperu
2919,Military - U.S. Air Force
2920,Military - U.S. Air Force
2921,Air France
2922,Military - Venezuelan Air Force
2923,Austin Airways
2924,Aeroflot / Aeroflot
2925,Inex Adria Aviopromet / British Airways
2926,Turkish Airlines (THY)
2927,Air West Airlines Ltd.
2928,Loma Linda University - Air Taxi
2929,Military - U.S. Air Force
2930,Emirates Air Transport
2931,Cubana de Aviacion
2932,Aero National - Air Taxi
2933,Indian Airlines
2934,Lloyd Aéreo Boliviano
2935,Skyline Aviation - Air Taxi
2936,Taxi Aereo el Venado
2937,Nordeste Linhas Aéreas
2938,Bali International Air Service
2939,Inair Panama
2940,Aeroleasing - Air Taxi
2941,PacifiWestern Airlines
2942,Aeroflot
2943,Grand Canyon Air - Air Taxi
2944,AtlantiCity Airlines
2945,Aeroflot
2946,EgyptAir
2947,Valley Air Service - Air Taxi
2948,Faucett
2949,Jet Avia Charter
2950,Aeroflot
2951,Japan Air Lines
2952,Northern Thunderbird Air Ltd.
2953,Skyline Sweden
2954,North Canada Air
2955,Transportes Aéreos Itenez
2956,Ceskoslovenské Aerolinie
2957,Aeroflot
2958,Survair
2959,Alyemda
2960,Military - Italian Air Force
2961,Overseas National Airways
2962,Fleming International Airways
2963,Private
2964,Pan American World Airways / KLM
2965,Merpati Nusantara Airlines
2966,Aeroflot
2967,Southern Airways
2968,Taxi Aereo el Venado
2969,Military - Soviet Air Force
2970,Aviateca
2971,Military - Israel Air Force
2972,LOT Polish Airlines
2973,IAS Cargo
2974,New  York Helicopter
2975,Aeroflot
2976,Intracostals - Air Taxi
2977,Military - Brazilian Air Force
2978,Fuerza Aérea Uruguaya
2979,Military - U.S. Navy
2980,Aeroflot
2981,Military - Angolan Air Force
2982,Ethiopian Airlines
2983,Harold's Air Service
2984,Military - Chilean Air Force
2985,Military - Honduran Air Force
2986,Gaige Aviation - Air Taxi
2987,Private KNBC Los Angeles
2988,LADE
2989,Southwest Aviation - Air Taxi
2990,Rambar Aviation - Air Taxi
2991,Monarch Aviation
2992,Kenai Air Service - Air Taxi
2993,Island Airways
2994,Transmeridian Air Cargo
2995,Wright Air Service - Air Taxi
2996,Servicios Aereos Nacionales Airways
2997,Alaska Aeronautical Industries
2998,Burma Airways
2999,Safe Air Cargo
3000,Military - U.S. Air Force
3001,Malev Hungarian Airlines
3002,Salida Flying Service - Air Taxi
3003,Japan Air Lines
3004,Kenmore Air  - Air Taxi
3005,Air Logistics
3006,L & J Company
3007,Military - U.S. Marine Corps
3008,El Al
3009,Servicios Aereos Martinez Leon
3010,TAP (Air Portugal)
3011,Ethiopian Airlines
3012,Munz Northern Airlines
3013,Austral Lineas Aeras (Argentina)
3014,Military - French Air Force
3015,Resort Air Service - Air Taxi
3016,Balkan Bulgarian Airlines
3017,Malaysia Airlines
3018,Petroleum Helicopter
3019,Aeroflot
3020,Military - U.S. Navy
3021,"National Jet Services Inc.,  (Air Indiana)"
3022,Straley Flying Service - Air Taxi
3023,SATA
3024,United Air Lines
3025,Vieques Air Link
3026,Kenn Borek Air
3027,Aviation Charter - Air Taxi
3028,Valley Air Service
3029,Servicios Aereos Nacionales
3030,Air India
3031,Aviation Charter - Air Taxi
3032,Henry Webber Air - Air Taxi
3033,SADELCA
3034,TABA
3035,Military - Uruguayan Air Force
3036,Columbia PacifiAirlines
3037,PacifiWestern Airlines
3038,Chartair - Air Taxi
3039,Yute Air Alaska - Air Taxi
3040,Security Air
3041,Continental Airlines
3042,Island Air
3043,Nigeria Airways
3044,LAV - Linea Aeropostal Venezolana
3045,Hesler Noble - Air Taxi
3046,Wyman Pilot Service - Air Taxi
3047,Balkan Bulgarian Airlines
3048,Lake Havasu Air
3049,Burma Airways
3050,Aero Clube de Volta Redonda
3051,Air Logistics
3052,Antilles Air
3053,Korean Airlines
3054,Air Taxi
3055,South PacifiIsland Airways
3056,LAC Colombia
3057,Alaska Travel
3058,National Airlines
3059,Military - Japan Maritime Self Defense Force
3060,Aeroflot
3061,Gander Aviation
3062,Air Canada
3063,Helikopter Service
3064,Amphibians
3065,Aeropeca
3066,Webber Air - Air Taxi
3067,Air Taxi
3068,Burma Airways
3069,Las Vegas Airlines
3070,Antillies Air - Air Taxi
3071,AirWest Airlines
3072,Air Guinee
3073,Air Rhodesia
3074,Air Taxi
3075,Lineas Areas del Centro
3076,Temesco Helicopter - Air Taxi
3077,Military - Philippine Air Force
3078,Viking Air Service - Air Taxi
3079,Business Aircraft - Air Taxi
3080,PacifiSouthwest Airlines / Private
3081,Francisco Cruz
3082,Military - Finish Air Force
3083,Burma Airways
3084,Aeroflot
3085,Era Helicopter - Air Taxi
3086,Solomon Islands Airlines
3087,Aeroflot
3088,Don Zimmerman - Air Taxi
3089,Taxi Aéreo Kovacs
3090,Nile Delta Air Services
3091,Astrd Wing Aviaiton - Air Taxi
3092,Loftleidir IcelandiAirlines
3093,Festus Flying Service - Air Taxi
3094,Air Guadeloupe
3095,Military - Indian Air Force
3096,Taxi Aereo el Venado
3097,Tyee Airlines - Air Taxi
3098,Corporate Air - Air Taxi
3099,Rocky Mountain Airways
3100,Air 70
3101,Indian Airlines
3102,Galesburg Aviation - Air Taxi
3103,Chugiak Aviation - Air Taxi
3104,Alitalia
3105,Haïti Air Inter
3106,United Air Lines
3107,Nash and Tampo - Air Taxi
3108,Aeroflot
3109,Aeroflot
3110,L.J. Simmons - Air Taxi
3111,Air Algerie
3112,Air Rouergue
3113,Aeropol
3114,TAM Lineas Aéreas Regional
3115,Allegheny Airlines
3116,Air Rhodesia
3117,Air New Zealand
3118,Ethiopian Airlines
3119,Air Gabon
3120,Air Service - Air Taxi
3121,Universal Airways
3122,Agee Flying Service - Air Taxi
3123,Garuda Indonesia Airlines
3124,Swift Aire Lines Inc.
3125,Alia Royal Jordanian Airlines
3126,CAAC
3127,Aeroflot
3128,Aeroflot
3129,Aeroflot
3130,Village Aviation - Air Taxi
3131,Interflug
3132,Quebecair
3133,SW Air Rangers - Air Taxi
3134,Catalina Airlines
3135,New York Airways
3136,SAETA
3137,Aeroflot
3138,American Airlines
3139,Ambler Air Service
3140,Sea Airmotive
3141,Military - Mauritanian Air Force
3142,Downeast Airlines
3143,Military - Indian Air Force
3144,Skystream Airlines
3145,Air New England
3146,Garuda Indonesia Airlines
3147,Soldotna Air Services
3148,Fiji Air Services
3149,Trans National Airlines
3150,Trans Mediterranean Airways
3151,Prinair
3152,Dan Air Services
3153,Private
3154,Aeroflot
3155,Indian Airlines
3156,Boise Air Service
3157,Southern Jersey Air - Air Taxi
3158,Bahri Aviation
3159,Aeroflot / Aeroflot
3160,SATENA
3161,Aeroflot
3162,Aeroflot
3163,Bradley Air Services
3164,Aeroflot
3165,Sterling Airways
3166,China Airlines (Taiwan)
3167,Butler Aviation Inc.
3168,Aero Transporti Italiani
3169,PacifiCoastal Airlines
3170,Military - U.S. Air Force
3171,West Coast Air
3172,Southeast Skyways - Air Taxi
3173,Comair
3174,Swissair
3175,Spernak Airway - Air Taxi
3176,Rhoadgs Aviation - Air Taxi
3177,
3178,Procurator Generale de la Republica
3179,Western Airlines
3180,Austin Airways
3181,Bankair Inc. - Air Taxi
3182,McKenzie Flying Service - Air Taxi
3183,American Airlines
3184,Aeroflot
3185,Transamerica Airlines
3186,Smithers Air Service
3187,Pakistan International Airlines
3188,Air New Zealand
3189,Aerolineas La Gaviola
3190,Evergreen Helicopter - Air Taxi
3191,Aeroflot
3192,CAMBA
3193,SATENA
3194,Fuerza Aérea del Peru
3195,Turkish Airlines (THY)
3196,Douglas Airways
3197,Haïti Air Inter
3198,Private charter
3199,Iran National Airlines
3200,Pelita Air Service
3201,Military - Union of Burma Air Force
3202,Cubana de Aviacon
3203,Advance Airlines
3204,Rotor Airs In- Air Taxi
3205,Military - Indian Air Force
3206,China Airlines (Taiwan)
3207,LOT Polish Airlines
3208,Military - U.S. Air Force
3209,Eagle Commuter
3210,VOTEC
3211,Tomahawk Airways
3212,VoteTaxi Aéreo
3213,Transbrasil
3214,Military - U.S. Air Force
3215,Dan Air Services
3216,Thai Airways
3217,VoteTaxi Aéreo
3218,Cubana de Aviacion
3219,Transportes Aereos del Caribe
3220,Northeast Jet
3221,Spanish Air Force
3222,Lloyd Aereo Boliviano
3223,Lineas Aereas de Angola
3224,Air Wisconsin
3225,Aeroflot
3226,Aero PaLease - Air Taxi
3227,Itavia
3228,IMSS
3229,Aeroflot
3230,Ryan Air Services
3231,SceniAirlines
3232,Air Pennsylvania - Air Taxi
3233,Aeronaves del Peru
3234,Yute Air Alaska - Air Taxi
3235,Air Logistics
3236,Tarom
3237,Prospec
3238,Spantax
3239,Saudi Arabian Airlines
3240,Military - U.S. Air Force
3241,Saudi Arabian Airlines
3242,Bouraq Indonesia Airlines
3243,Military - Kuwait Air Force
3244,Aeronorte Colombia
3245,Florida Commuter Airlines
3246,Military - Force Aérienne Zaïroise
3247,Military - Royal Saudi Air Force
3248,Military - Zairean Air Force
3249,Flugfelag Austurlands
3250,Military - Soviet Air Force
3251,Tampa Air Center - Air Taxi
3252,Fuerza Aérea Venezolana
3253,Military - U.S. Air Force
3254,Provincial Air Services
3255,Korean Airlines
3256,F.R. de la Direccion General de Ados
3257,Central Air Services
3258,Tanzania Aviation
